,availableBikes,departs,id,lat,lng,stAddress,totalDocks
1410,0,32,3418,40.6750207,-73.97111473,Plaza St West & Flatbush Ave,33
1411,23,4,3419,40.6792788,-73.98154004,Douglass St & 4 Ave,27
1412,18,3,3420,40.6802133,-73.98432695,Douglass St & 3 Ave,21
1413,8,15,3421,40.6843549,-73.98901629,Hoyt St & Warren St,23
1414,14,7,3422,40.6859296,-74.00242364,Columbia St & Degraw St,21
1415,2,27,3423,40.6610633719006,-73.97945255041122,West Drive & Prospect Park West,29
1416,0,27,3424,40.791976,-73.945993,E 106 St & Lexington Ave,27
1417,0,32,3425,40.7892105,-73.94370784,2 Ave & E 104 St,33
1418,14,25,3427,40.72430527250332,-73.99600982666016,Lafayette St & Jersey St,40
1419,34,2,3429,40.68506807308177,-73.97790759801863,Hanson Pl & Ashland Pl,39
1420,5,14,3430,40.71907891179564,-73.94223690032959,Richardson St & N Henry St,19
1421,1,22,3431,40.746524,-73.977885,E 35 St & 3 Ave,23
1422,1,33,3434,40.79025417330419,-73.97718340158461,W 88 St & West End Ave,35
1423,10,34,3435,40.718822,-73.99596,Grand St & Elizabeth St,45
1424,6,32,3437,40.79313480986663,-73.97700369358063,Riverside Dr & W 91 St,39
1425,1,41,3440,40.692418292578466,-73.98949474096298,Fulton St & Adams St,43
1426,4,36,3443,40.76132983124814,-73.97982001304626,W 52 St & 6 Ave,41
1427,0,18,3449,40.721462562298164,-73.94800901412964,Eckford St & Engert Ave,18
1428,2,41,3452,40.71915571696044,-73.94885390996933,Bayard St & Leonard St,43
1429,1,17,3453,40.71335226222875,-73.9491033554077,Devoe St & Lorimer St,19
1430,0,24,3454,40.7103685423523,-73.94705951213837,Leonard St & Maujer St,24
1431,2,19,3456,40.71638031973561,-73.94821286201477,Jackson St & Leonard St,22
1432,5,41,3457,40.76302594280519,-73.97209525108337,E 58 St & Madison Ave,46
1433,1,38,3458,40.76309387270797,-73.9783501625061,W 55 St & 6 Ave,40
1434,0,33,3459,40.75763227739443,-73.96930575370789,E 53 St & 3 Ave,34
1435,9,24,3461,40.714851505262516,-74.01122331619263,Murray St & Greenwich St,33
1436,1,38,3462,40.75118387463277,-73.97138714790344,E 44 St & 2 Ave,39
1437,1,36,3463,40.735367055605394,-73.98797392845154,E 16 St & Irving Pl,37
1438,23,17,3467,40.72494672359416,-74.00165855884552,W Broadway & Spring Street,42
1439,3,19,3469,40.73181401720966,-73.95995020866394,India St & West St,23
1440,15,24,3472,40.742753828659026,-74.00747358798981,W 15 St & 10 Ave,39
1441,7,24,3474,40.7252556952547,-74.00412082672119,6 Ave & Spring St,36
1442,25,8,3477,40.65539977447831,-74.01062786579132,39 St & 2 Ave - Citi Bike HQ at Industry City,33
1443,29,12,3478,40.65708866668485,-74.00870203971863,2 Ave & 36 St - Citi Bike HQ at Industry City,43
1444,27,15,3479,40.68512559515415,-74.02535319328308,Picnic Point,45
1445,15,6,3481,40.71649,-74.04105,York St,22
1446,13,1,3483,40.71942,-74.05099,Montgomery St,14
1447,22,4,3486,40.688417427540834,-73.98451656103134,Schermerhorn St & Bond St,30
1448,7,24,3489,40.71069994631387,-74.00354146957397,Gold St & Frankfort St,31
1449,1,30,3490,40.796879,-73.937261,E 116 St & 2 Ave,31
1450,3,21,3491,40.79747,-73.93504,E 118 St & 1 Ave,24
1451,0,27,3492,40.8005385,-73.9419949,E 118 St & Park Ave,27
1452,1,30,3493,40.799139,-73.9389152,E 118 St & 3 Ave,31
1453,1,23,3494,40.797911,-73.9423,E 115 St & Lexington Ave,25
1454,1,24,3495,40.7945663,-73.9362541,E 114 St & 1 Ave,26
1455,3,20,3496,40.7923272,-73.9383,1 Ave & E 110 St,25
1456,15,6,3497,40.7949879,-73.9333349,Pleasant Ave & E 116 St,23
1457,8,13,3498,40.7974772,-73.9311847,Pleasant Ave & E 120 St,21
1458,1,24,3499,40.8006721,-73.9349,2 Ave & E 122 St,25
1459,2,29,3500,40.7989445,-73.944846,E 115 St & Madison Ave,31
1460,0,27,3501,40.8014866,-73.9442507,E 118 St & Madison Ave,29
1461,1,28,3502,40.7954121,-73.9441232,Lexington Ave & E 111 St,29
1462,2,28,3503,40.80295,-73.942954,Madison Ave & E 120 St,30
1463,9,18,3504,40.8029263,-73.9379,E 123 St & Lexington Ave,27
1464,6,25,3505,40.805726,-73.936322,Lexington Ave & E 127 St,33
1465,5,24,3506,40.8013066,-73.9398167,Lexington Ave & E 120 St,29
1466,2,32,3507,40.8045555,-73.9396861,Park Ave & E 124 St,36
1467,2,29,3508,40.809725,-73.953149,St Nicholas Ave & Manhattan Ave,31
1468,4,27,3509,40.8011939,-73.9500739,Lenox Ave & W 115 St,31
1469,4,27,3510,40.8078316,-73.949373,Adam Clayton Powell Blvd & W 123 St,31
1470,0,22,3511,40.802535,-73.9532423,Adam Clayton Powell Blvd & W 115 St,22
1471,2,17,3512,40.7747175,-73.9337894,27 Ave & 4 St,19
1472,5,15,3513,40.774645,-73.923706,21 St & Hoyt Ave S,21
1473,6,17,3514,40.7767,-73.927631,Astoria Park S & Shore Blvd,23
1474,2,17,3515,40.774591,-73.918544,24 Ave & 26 St,19
1475,0,31,3516,40.7699176,-73.9184057,31 St & Astoria Blvd,31
1476,2,30,3517,40.7711528,-73.9170074,31 St & Hoyt Ave N,35
1477,1,31,3518,40.808442,-73.9452087,Lenox Ave & W 126 St,34
1478,0,0,3519,40.764258,-73.911239,28 Ave & 43 St,0
1479,3,24,3520,40.804372,-73.951475,Adam Clayton Powell Blvd & W 118 St,27
1480,1,34,3521,40.7987859,-73.9523,Lenox Ave & W 111 St,36
1481,8,11,3522,40.7701477,-73.9120938,37 St & 24 Ave,19
1482,4,20,3523,40.7729,-73.916142,24 Ave & 29 St,25
1483,0,20,3524,40.7774552,-73.9225403,19 St & 24 Ave,22
1484,6,15,3525,40.776165,-73.9153175,23 Ave & 27 St,21
1485,24,2,3526,40.7747878,-73.9125551,31 St & 23 Ave,27
1486,1,24,3527,40.80698,-73.941747,5 Ave & E 126 St,27
1487,13,7,3528,40.7713937,-73.9077436,Steinway St & 23 Ave,20
1488,4,17,3529,40.8107922,-73.9430681,Lenox Ave & W 130 St,25
1489,0,19,3530,40.7787185,-73.9145645,Crescent St & Ditmars Blvd,19
1490,3,23,3531,40.8125511,-73.9492286,Frederick Douglass Blvd & W 129 St,27
1491,11,16,3532,40.78145,-73.9183302,Ditmars Blvd & 19 St,27
1492,1,32,3533,40.8114323,-73.9518776,St. Nicholas Ave & W 126 St,34
1493,10,29,3534,40.805159,-73.954692,Frederick Douglass Blvd & W 117 St,39
1494,4,23,3535,40.804038,-73.945925,Mt Morris Park W & W 120 St,27
1495,1,42,3536,40.8082,-73.9641,W 116 St & Broadway,43
1496,1,27,3537,40.6809741,-73.9710097,Carlton Ave & Dean St,29
1497,1,43,3538,40.802692,-73.96295,W 110 St & Amsterdam Ave,45
1498,13,30,3539,40.8067581,-73.9607082,W 116 St & Amsterdam Ave,43
1499,1,33,3540,40.81,-73.9551508,Morningside Ave & W 123 St,35
1500,14,25,3541,40.813358,-73.956461,Amsterdam Ave & W 125 St,39
1501,1,28,3542,40.8086249,-73.9596214,Amsterdam Ave & W 119 St,29
1502,1,34,3543,40.81028506306003,-73.95736455917358,Morningside Dr & Amsterdam Ave,35
1503,0,27,3544,40.6804836,-73.9646795,Underhill Ave & Pacific St,27
1504,0,33,3545,40.8120562,-73.9612547,Broadway & W 122 St,33
1505,0,21,3546,40.6791944,-73.9587903,Pacific St & Classon Ave,21
1506,9,30,3547,40.8143256,-73.9590255,Broadway & Moylan Pl,41
1507,0,25,3549,40.678045,-73.962408,Grand Ave & Bergen St,25
1508,0,23,3551,40.795508,-73.941606,3 Ave & E 112 St,23
1509,0,39,3552,40.805973,-73.964928,W 113 St & Broadway,39
1510,3,34,3553,40.801694,-73.957145,Frederick Douglass Blvd & W 112 St,37
1511,2,25,3554,40.7552433,-73.9485678,Vernon Blvd & 41 Rd,27
1512,2,25,3555,40.751047,-73.93797,28 St & 41 Ave,27
1513,0,19,3556,40.7527085,-73.9397405,24 St & 41 Ave,19
1514,2,17,3557,40.75742,-73.945133,40 Ave & 9 St,19
1515,0,25,3558,40.6794388,-73.9680438,Bergen St & Vanderbilt Ave,27
1516,1,18,3559,40.7576314,-73.9391224,21 St & 38 Ave,19
1517,0,18,3560,40.754876,-73.934326,28 St & 38 Ave,19
1518,2,24,3561,40.7531106,-73.9279917,37 Ave & 35 St,26
1519,0,25,3562,40.6765198,-73.9596082,Classon Ave & St Marks Ave,27
1520,0,21,3563,40.757186,-73.932719,28 St & 36 Ave,21
1521,3,15,3564,40.7601853,-73.9362726,21 St & 36 Ave,19
1522,5,14,3565,40.7614376,-73.9411265,36 Ave & 10 St,19
1523,1,24,3566,40.7596276,-73.9321455,Crescent St & 35 Ave,25
1524,1,18,3567,40.7627442,-73.9391141,11 St & 35 Ave,19
1525,1,20,3568,40.7569332,-73.9262231,34 St & 35 Ave,21
1526,1,28,3569,40.6758324,-73.9561677,Franklin Ave & St Marks Ave,29
1527,2,29,3570,40.7557327,-73.9236611,35 Ave & 37 St,31
1528,0,24,3571,40.676368,-73.952918,Bedford Ave & Bergen St,24
1529,6,27,3572,40.756913,-73.921631,34 Ave & 38 St,33
1530,1,24,3573,40.7580583,-73.9242751,35 St & 34 Ave,25
1531,2,21,3574,40.6769694,-73.96579,Prospect Pl & Underhill Ave,23
1532,1,18,3575,40.76108,-73.930562,Crescent St & 34 Ave,19
1533,2,25,3576,40.6767,-73.969024,Park Pl & Vanderbilt Ave,27
1534,1,22,3577,40.7628138,-73.9342862,34 Ave & 21 St,23
1535,1,20,3578,40.6741806,-73.9564947,Park Pl & Franklin Ave,21
1536,1,22,3579,40.672695,-73.954131,Sterling Pl & Bedford Ave,25
1537,0,29,3580,40.6737236,-73.9631611,St Johns Pl & Washington Ave,30
1538,0,24,3581,40.6740123,-73.9671457,Underhill Ave & Lincoln Pl,27
1539,1,26,3582,40.6721683,-73.9609,Lincoln Pl & Classon Ave,28
1540,0,31,3583,40.6716493,-73.9631145,Eastern Pkwy & Washington Ave,31
1541,0,42,3584,40.6707767,-73.9576801,Eastern Pkwy & Franklin Ave,42
1542,0,23,3585,40.6691783,-73.9554162,Union St & Bedford Ave,24
1543,2,17,3586,40.7638753,-73.9364848,34 Ave & 13 St,19
1544,1,26,3587,40.6686744,-73.9618148,Carroll St & Washington Ave,27
1545,13,8,3588,40.7671863,-73.9373554,Vernon Blvd & 10 St,21
1546,1,17,3589,40.7668,-73.9347774,Broadway & 12 St,19
1547,0,19,3590,40.6679411,-73.9588,Carroll St & Franklin Ave,19
1548,1,18,3591,40.7659,-73.930819,21 St & 31 Dr,21
1549,2,17,3592,40.7633589,-73.9286471,Crescent St & Broadway,19
1550,4,31,3593,40.761584,-73.925921,31 St & Broadway,35
1551,2,16,3595,40.760339,-73.9222427,35 St & Broadway,18
1552,11,7,3596,40.6642406,-73.9574686,Sullivan Pl & Bedford Ave,19
1553,5,20,3597,40.7577284,-73.9166368,43 St & Broadway,25
1554,1,18,3598,40.7595701,-73.9142678,Newton Rd & 44 St,19
1555,1,22,3599,40.66314,-73.9605695,Franklin Ave & Empire Blvd,27
1556,13,4,3601,40.6627059,-73.9569115,Sterling St & Bedford Ave,19
1557,4,19,3602,40.763154,-73.920827,31 Ave & 34 St,23
1558,3,12,3603,40.7647,-73.9240312,31 Ave & 30 St,15
1559,5,12,3604,40.6630619,-73.9538746,Rogers Ave & Sterling St,17
1560,0,20,3605,40.7658346,-73.9265474,31 Ave & Crescent St,21
1561,2,19,3606,40.74252,-73.948852,49 Ave & 21 St,21
1562,8,11,3607,40.7682,-73.9322662,31 Ave & 14 St,19
1563,4,17,3608,40.7423737,-73.9566,5 St & 51 Ave,21
1564,8,14,3609,40.7692475,-73.9354504,Vernon Blvd & 31 Ave,23
1565,4,23,3610,40.770845,-73.934171,Vernon Blvd & 30 Rd,27
1566,4,26,3611,40.7449067,-73.9534573,Vernon Blvd & 47 Rd,31
1567,1,14,3612,40.7703743,-73.9286078,30 Ave & 21 St,15
1568,7,20,3613,40.745038,-73.957539,Center Blvd & 48 Ave,27
1569,1,21,3614,40.768692,-73.9249574,Crescent St & 30 Ave,23
1570,8,12,3615,40.748,-73.9460927,44 Dr & 21 St,21
1571,1,23,3616,40.7656251,-73.9136695,Steinway St & 28 Ave,25
1572,2,25,3617,40.7671,-73.9169858,28 Ave & 35 St,27
1573,3,22,3618,40.7485,-73.941275,27 St & Hunter St,25
1574,2,15,3619,40.7713615,-73.9246145,Newtown Ave & 23 St,19
1575,2,21,3620,40.7519071,-73.9479119,11 St & 43 Ave,23
1576,0,19,3621,40.7739825,-73.9309134,27 Ave & 9 St,19
1577,9,6,3622,40.80756,-73.939182,E 128 St & Madison Ave,15
1578,0,39,3623,40.8109494,-73.9634,W 120 St & Claremont Ave,39
1579,0,2,3625,40.7525758,-73.9364281,28 St & 40 Ave,2
1580,3,27,3628,40.8025566,-73.9490782,Lenox Ave & W 117 St,31
1581,0,32,3629,40.809495347779475,-73.94776493310928,Adam Clayton Powell Blvd & W 126 St,33
1582,9,23,3630,40.8038654,-73.9559308,Frederick Douglass Blvd & W 115 St,33
1583,3,24,3631,40.666563,-73.956741,Crown St & Bedford Ave,27
1584,2,26,3632,40.728048571362606,-73.97881150245667,E 12 St & Avenue B,33
1585,0,0,3635,40.75462324029105,-73.99516761302948,W 36 St & 9 Ave,0
1586,1,30,3637,40.683238654603414,-73.96599590778351,Fulton St & Waverly Ave,31
1587,1,14,3638,40.7242941,-74.0354826,Washington St,18
1588,3,22,3639,40.7192517,-74.034234,Harborside,30
1589,2,16,3640,40.73367,-74.0625,Journal Square,18
1590,6,46,3641,40.74286877312112,-73.98918628692627,Broadway & W 25 St,54
1591,4,22,3646,40.76315481910373,-73.93985509872437,35 Ave & 10 St,26
1592,3,20,3647,40.74128309355993,-73.93725872039794,48 Ave & 30 Pl,23
1593,20,4,3648,40.697950315695444,-73.97077560424805,Flushing Ave & Vanderbilt Ave,25
1594,0,29,3649,40.814394437915816,-73.95324736833572,W 129 St & Convent Ave,30
1595,3,16,3653,40.75820464696758,-73.92832159996033,31 St & 35 Ave,19
1596,0,34,3654,40.75186951421875,-73.93349289894103,31 St & Northern Blvd,35
1597,1,30,3656,40.72307749068673,-73.98583620786667,E 2 St & Avenue A,31
1598,6,19,3658,40.7435337324616,-74.00367558002472,W 18 St & 9 Ave,27
1599,18,7,3659,40.74294891660091,-74.00413691997528,W 17 St & 9 Ave,25
1600,7,27,3660,40.741021509002664,-74.001384973526,W 16 St & 8 Ave,39
1601,0,19,3661,40.666439306870814,-73.9605563879013,Montgomery St & Franklin Ave,19
1602,0,21,3662,40.761293897289086,-73.916916847229,31 Ave & Steinway St,21
1603,3,21,3663,40.67716489469059,-73.973827958107,Sterling Pl & 7 Ave,25
1604,20,9,3664,40.72019521437465,-74.0103006362915,North Moore St & Greenwich St,30
1605,9,26,3666,40.766425527028794,-73.92062902450562,32 St & 30 Ave,35
1606,2,24,3668,40.7239567849954,-73.94984364509583,Leonard St & Nassau Ave,26
1607,10,8,3669,40.67630357634183,-74.00314047932625,Henry St & W 9 St,19
1608,6,30,3671,40.774779448957275,-73.95427465438843,E 81 St & 2 Ave,37
1609,0,21,3673,40.67759206937376,-73.955637216568,Dean St & Franklin Ave,21
1610,23,3,3674,40.701403172577244,-73.98672670125961,Jay St & York St,27
1611,7,24,3675,40.784596798848916,-73.94968539476395,3 Ave & E 95 St,31
1612,15,8,3676,40.6758329439129,-74.01472628116608,Van Brunt St & Van Dyke St,24
1613,2,16,3677,40.72755146730012,-74.07106071710587,Glenwood Ave,18
1614,7,11,3678,40.72572613742557,-74.07195925712585,Fairmount Ave,18
1615,6,7,3679,40.722103786686034,-74.07145500183105,Bergen Ave,14
1616,0,55,3680,40.754120810779256,-73.98025184869766,E 43 St & 5 Ave,55
1617,5,11,3681,40.71517767732029,-74.03768330812454,Grand St,18
1618,13,30,3684,40.73756121181137,-74.00398269295692,W 12 St & W 4 St,43
1619,4,31,3686,40.739448201304036,-74.00507032871246,Gansevoort St & Hudson St,39
1620,0,58,3687,40.74322681432173,-73.97449783980846,E 33 St & 1 Ave,59
1621,4,25,3688,40.757920208794026,-73.96638214588165,2 Ave & E 55 St,29
1622,1,45,3689,40.799041392882984,-73.96649479866028,W 104 St & Amsterdam Ave,47
1623,16,19,3690,40.71334184275907,-74.00935515761375,Park Pl & Church St,36
1624,0,18,3691,40.76408932350688,-73.91065120697021,28 Ave & 44 St,19
1625,8,7,3692,40.699997484388504,-73.97440128028393,5 St & Market St,15
1626,4,20,3693,40.72248188638219,-73.95921930670738,N 11 St & Kent Ave,27
1627,7,11,3694,40.71113,-74.0789,Jackson Square,18
1628,6,37,3697,40.77515953434235,-73.98918695747852,W 64 St & Thelonious Monk Circle,43
1629,0,30,3699,40.763604677958625,-73.98917958140373,W 50 St & 9 Ave,30
1630,17,19,3701,40.70831794366396,-74.00504082441329,Cliff St & Fulton St,37
1631,4,15,3704,40.7437524099784,-73.94176483154297,47 Ave & Skillman Ave,19
1632,28,5,3705,40.72840059450829,-73.99968780577183,Thompson St & Bleecker St,35
1633,1,53,3707,40.741459,-73.983293,Lexington Ave & E 26 St,55
